,Abilities,Attack,Base EXP,Base Happiness,Catch rate,Defense,EV yield,Egg Groups,Egg cycles,Gender,Growth Rate,HP,Height,Japanese,Local №,National №,Sp. Atk,Sp. Def,Species,Speed,Type,Weight,desc,name
426,KlutzRun AwayLimber (hidden ability),66,84,0 (lower than normal),"190 (24.8% with PokBall, full HP)",44, 1 Speed," Field, Human-Like ","21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,55,1′4″ (0.41m),Mimiroru,"067 (Diamond,Pearl)067 (Platinum)080 (Black 2,White 2)",427,44,56,Rabbit Pokmon,85, Normal ,12.1 lbs (5.5 kg), Buneary is a Normal type Pokmon introduced in Generation 4. It is known as the Rabbit Pokmon. ,Buneary
427,Cute CharmKlutzLimber (hidden ability),76,178,140 (higher than normal),"60 (7.8% with PokBall, full HP)",84, 2 Speed," Field, Human-Like ","21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,65,3′11″ (1.19m),Mimiroppu,"068 (Diamond,Pearl)068 (Platinum)081 (Black 2,White 2)",428,54,96,Rabbit Pokmon,105, Normal ,73.4 lbs (33.3 kg)," Lopunny is a Normal type Pokmon introduced in Generation 4. It is known as the Rabbit Pokmon. Lopunny has a Mega Evolution, available from Omega Ruby & Alpha Sapphire onwards. ",Lopunny
428,Levitate,60,187,35 (lower than normal),"45 (5.9% with PokBall, full HP)",60," 1 Special Attack, 1 Special Defense", Amorphous ,"26 (minimum 6,630 steps)","50% male, 50% female",Fast,60,2′11″ (0.89m),Mumaji,"073 (Diamond,Pearl)073 (Platinum)",429,105,105,Magical Pokmon,105, Ghost ,9.7 lbs (4.4 kg), Mismagius is a Ghost type Pokmon introduced in Generation 4. It is known as the Magical Pokmon. ,Mismagius
429,InsomniaSuper LuckMoxie (hidden ability),125,187,35 (lower than normal),"30 (3.9% with PokBall, full HP)",52, 2 Attack, Flying ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Slow,100,2′11″ (0.89m),Donkarasu,"075 (Diamond,Pearl)075 (Platinum)052 (X,Y)",430,105,52,Big Boss Pokmon,71, Dark Flying ,60.2 lbs (27.3 kg), Honchkrow is a Dark/Flying type Pokmon introduced in Generation 4. It is known as the Big Boss Pokmon. ,Honchkrow
430,LimberOwn TempoKeen Eye (hidden ability),55,71,70 (normal),"190 (24.8% with PokBall, full HP)",42, 1 Speed, Field ,"21 (minimum 5,355 steps)","25% male, 75% female",Fast,49,1′8″ (0.51m),Nyaruma,"076 (Diamond,Pearl)076 (Platinum)",431,42,37,Catty Pokmon,85, Normal ,8.6 lbs (3.9 kg), Glameow is a Normal type Pokmon introduced in Generation 4. It is known as the Catty Pokmon. ,Glameow
431,Own TempoThick FatDefiant (hidden ability),82,183,70 (normal),"75 (9.8% with PokBall, full HP)",64, 2 Speed, Field ,"21 (minimum 5,355 steps)","25% male, 75% female",Fast,71,3′3″ (0.99m),Bunyatto,"077 (Diamond,Pearl)077 (Platinum)",432,64,59,Tiger Cat Pokmon,112, Normal ,96.6 lbs (43.8 kg), Purugly is a Normal type Pokmon introduced in Generation 4. It is known as the Tiger Cat Pokmon. ,Purugly
432,Levitate,30,74,70 (normal),"120 (15.7% with PokBall, full HP)",50, 1 Special Attack, Undiscovered ,"26 (minimum 6,630 steps)","50% male, 50% female",Fast,45,0′8″ (0.20m),Rishan,"082 (Diamond,Pearl)082 (Platinum)111 (X,Y)157 (Omega Ruby,Alpha Sapphire)",433,65,50,Bell Pokmon,45, Psychic ,1.3 lbs (0.6 kg), Chingling is a Psychic type Pokmon introduced in Generation 4. It is known as the Bell Pokmon. ,Chingling
433,AftermathStenchKeen Eye (hidden ability),63,79,70 (normal),"225 (29.4% with PokBall, full HP)",47, 1 Speed, Field ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,63,1′4″ (0.41m),Sukanpu,"084 (Diamond,Pearl)084 (Platinum)102 (X,Y)",434,41,41,Skunk Pokmon,74, Poison Dark ,42.3 lbs (19.2 kg), Stunky is a Poison/Dark type Pokmon introduced in Generation 4. It is known as the Skunk Pokmon. ,Stunky
434,AftermathStenchKeen Eye (hidden ability),93,209,70 (normal),"60 (7.8% with PokBall, full HP)",67, 2 HP, Field ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,103,3′3″ (0.99m),Sukatanku,"085 (Diamond,Pearl)085 (Platinum)103 (X,Y)",435,71,61,Skunk Pokmon,84, Poison Dark ,83.8 lbs (38.0 kg), Skuntank is a Poison/Dark type Pokmon introduced in Generation 4. It is known as the Skunk Pokmon. ,Skuntank
435,HeatproofLevitateHeavy Metal (hidden ability),24,72,70 (normal),"255 (33.3% with PokBall, full HP)",86, 1 Defense, Mineral ,"21 (minimum 5,355 steps)",Genderless,Medium Fast,57,1′8″ (0.51m),Domira,"088 (Diamond,Pearl)088 (Platinum)250 (Black 2,White 2)",436,24,86,Bronze Pokmon,23, Steel Psychic ,133.4 lbs (60.5 kg), Bronzor is a Steel/Psychic type Pokmon introduced in Generation 4. It is known as the Bronze Pokmon. ,Bronzor
436,HeatproofLevitateHeavy Metal (hidden ability),89,188,70 (normal),"90 (11.8% with PokBall, full HP)",116," 1 Defense, 1 Special Defense", Mineral ,"21 (minimum 5,355 steps)",Genderless,Medium Fast,67,4′3″ (1.30m),Dotakun,"089 (Diamond,Pearl)089 (Platinum)251 (Black 2,White 2)",437,79,116,Bronze Bell Pokmon,33, Steel Psychic ,412.3 lbs (187.0 kg), Bronzong is a Steel/Psychic type Pokmon introduced in Generation 4. It is known as the Bronze Bell Pokmon. ,Bronzong
437,Rock HeadSturdyRattled (hidden ability),80,68,70 (normal),"255 (33.3% with PokBall, full HP)",95, 1 Defense, Undiscovered ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,50,1′8″ (0.51m),Usohachi,"092 (Diamond,Pearl)092 (Platinum)129 (X,Y)",438,10,45,Bonsai Pokmon,10, Rock ,33.1 lbs (15.0 kg), Bonsly is a Rock type Pokmon introduced in Generation 4. It is known as the Bonsai Pokmon. ,Bonsly
438,FilterSoundproofTechnician (hidden ability),25,78,70 (normal),"145 (19.0% with PokBall, full HP)",45, 1 Special Defense, Undiscovered ,"26 (minimum 6,630 steps)","50% male, 50% female",Medium Fast,20,2′0″ (0.61m),Manene,"094 (Diamond,Pearl)094 (Platinum)113 (X,Y)",439,70,90,Mime Pokmon,60, Psychic Fairy ,28.7 lbs (13.0 kg)," Mime Jr. is a Psychic/Fairy type Pokmon introduced in Generation 4. It is known as the Mime Pokmon. Prior to Generation 6, Mime Jr. was a pure Psychic type. ",Mime-jr
439,Natural CureSerene GraceFriend Guard (hidden ability),5,255,140 (higher than normal),"130 (17.0% with PokBall, full HP)",5, 1 HP, Undiscovered ,"41 (minimum 10,455 steps)","0% male, 100% female",Fast,100,2′0″ (0.61m),Pinpuku,"096 (Diamond,Pearl)096 (Platinum)",440,15,65,Playhouse Pokmon,30, Normal ,53.8 lbs (24.4 kg), Happiny is a Normal type Pokmon introduced in Generation 4. It is known as the Playhouse Pokmon. ,Happiny
440,Keen EyeTangled FeetBig Pecks (hidden ability),65,107,35 (lower than normal),"30 (3.9% with PokBall, full HP)",45, 1 Attack, Flying ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Slow,76,1′8″ (0.51m),Perappu,"102 (Diamond,Pearl)102 (Platinum)138 (X,Y)",441,92,42,Music Note Pokmon,91, Normal Flying ,4.2 lbs (1.9 kg), Chatot is a Normal/Flying type Pokmon introduced in Generation 4. It is known as the Music Note Pokmon. ,Chatot
441,PressureInfiltrator (hidden ability),92,168,70 (normal),"100 (13.1% with PokBall, full HP)",108," 1 Defense, 1 Special Defense", Amorphous ,"31 (minimum 7,905 steps)","50% male, 50% female",Medium Fast,50,3′3″ (0.99m),Mikaruge,"108 (Diamond,Pearl)108 (Platinum)",442,92,108,Forbidden Pokmon,35, Ghost Dark ,238.1 lbs (108.0 kg), Spiritomb is a Ghost/Dark type Pokmon introduced in Generation 4. It is known as the Forbidden Pokmon. ,Spiritomb
442,Sand VeilRough Skin (hidden ability),70,67,70 (normal),"45 (5.9% with PokBall, full HP)",45, 1 Attack," Dragon, Monster ","41 (minimum 10,455 steps)","50% male, 50% female",Slow,58,2′4″ (0.71m),Fukamaru,"109 (Diamond,Pearl)109 (Platinum)006 (X,Y)",443,40,45,Land Shark Pokmon,42, Dragon Ground ,45.2 lbs (20.5 kg), Gible is a Dragon/Ground type Pokmon introduced in Generation 4. It is known as the Land Shark Pokmon. ,Gible
443,Sand VeilRough Skin (hidden ability),90,144,70 (normal),"45 (5.9% with PokBall, full HP)",65, 2 Attack," Dragon, Monster ","41 (minimum 10,455 steps)","50% male, 50% female",Slow,68,4′7″ (1.40m),Gabaito,"110 (Diamond,Pearl)110 (Platinum)007 (X,Y)",444,50,55,Cave Pokmon,82, Dragon Ground ,123.5 lbs (56.0 kg), Gabite is a Dragon/Ground type Pokmon introduced in Generation 4. It is known as the Cave Pokmon. ,Gabite
444,Sand VeilRough Skin (hidden ability),130,218,70 (normal),"45 (5.9% with PokBall, full HP)",95, 3 Attack," Dragon, Monster ","41 (minimum 10,455 steps)","50% male, 50% female",Slow,108,6′3″ (1.91m),Gaburiasu,"111 (Diamond,Pearl)111 (Platinum)008 (X,Y)",445,80,85,Mach Pokmon,102, Dragon Ground ,209.4 lbs (95.0 kg)," Garchomp is a Dragon/Ground type Pokmon introduced in Generation 4. It is known as the Mach Pokmon. Garchomp has a Mega Evolution, available from X & Y onwards. ",Garchomp
445,PickupThick FatGluttony (hidden ability),85,94,70 (normal),"50 (6.5% with PokBall, full HP)",40, 1 HP, Undiscovered ,"41 (minimum 10,455 steps)","87.5% male, 12.5% female",Slow,135,2′0″ (0.61m),Gonbe,"112 (Diamond,Pearl)112 (Platinum)138 (X,Y)",446,40,85,Big Eater Pokmon,5, Normal ,231.5 lbs (105.0 kg), Munchlax is a Normal type Pokmon introduced in Generation 4. It is known as the Big Eater Pokmon. ,Munchlax
446,Inner FocusSteadfastPrankster (hidden ability),70,72,70 (normal),"75 (9.8% with PokBall, full HP)",40, 1 Attack, Undiscovered ,"26 (minimum 6,630 steps)","87.5% male, 12.5% female",Medium Slow,40,2′4″ (0.71m),Rioru,"115 (Diamond,Pearl)115 (Platinum)033 (Black 2,White 2)062 (X,Y)",447,35,40,Emanation Pokmon,60, Fighting ,44.5 lbs (20.2 kg), Riolu is a Fighting type Pokmon introduced in Generation 4. It is known as the Emanation Pokmon. ,Riolu
447,Inner FocusSteadfastJustified (hidden ability),110,204,70 (normal),"45 (5.9% with PokBall, full HP)",70," 1 Attack, 1 Special Attack"," Field, Human-Like ","26 (minimum 6,630 steps)","87.5% male, 12.5% female",Medium Slow,70,3′11″ (1.19m),Rukario,"116 (Diamond,Pearl)116 (Platinum)034 (Black 2,White 2)063 (X,Y)",448,115,70,Aura Pokmon,90, Fighting Steel ,119 lbs (54.0 kg)," Lucario is a Fighting/Steel type Pokmon introduced in Generation 4. It is known as the Aura Pokmon. Lucario has a Mega Evolution, available from X & Y onwards. ",Lucario
448,Sand StreamSand Force (hidden ability),72,95,70 (normal),"140 (18.3% with PokBall, full HP)",78, 1 Defense, Field ,"31 (minimum 7,905 steps)","50% male, 50% female",Slow,68,2′7″ (0.79m),Hipopotasu,"122 (Diamond,Pearl)122 (Platinum)048 (X,Y)",449,38,42,Hippo Pokmon,32, Ground ,109.1 lbs (49.5 kg), Hippopotas is a Ground type Pokmon introduced in Generation 4. It is known as the Hippo Pokmon. ,Hippopotas
449,Sand StreamSand Force (hidden ability),112,198,70 (normal),"60 (7.8% with PokBall, full HP)",118, 2 Defense, Field ,"31 (minimum 7,905 steps)","50% male, 50% female",Slow,108,6′7″ (2.01m),Kabarudon,"123 (Diamond,Pearl)123 (Platinum)049 (X,Y)",450,68,72,Heavyweight Pokmon,47, Ground ,661.4 lbs (300.0 kg), Hippowdon is a Ground type Pokmon introduced in Generation 4. It is known as the Heavyweight Pokmon. ,Hippowdon
450,Battle ArmorSniperKeen Eye (hidden ability),50,114,70 (normal),"120 (15.7% with PokBall, full HP)",90, 1 Defense," Bug, Water 3 ","21 (minimum 5,355 steps)","50% male, 50% female",Slow,40,2′7″ (0.79m),Sukorupi,"127 (Diamond,Pearl)127 (Platinum)201 (Black 2,White 2)015 (X,Y)",451,30,55,Scorpion Pokmon,65, Poison Bug ,26.5 lbs (12.0 kg), Skorupi is a Poison/Bug type Pokmon introduced in Generation 4. It is known as the Scorpion Pokmon. ,Skorupi
451,Battle ArmorSniperKeen Eye (hidden ability),90,204,70 (normal),"45 (5.9% with PokBall, full HP)",110, 2 Defense," Bug, Water 3 ","21 (minimum 5,355 steps)","50% male, 50% female",Slow,70,4′3″ (1.30m),Dorapion,"128 (Diamond,Pearl)128 (Platinum)202 (Black 2,White 2)016 (X,Y)",452,60,75,Ogre Scorp Pokmon,95, Poison Dark ,135.6 lbs (61.5 kg)," Drapion is a Poison/Dark type Pokmon introduced in Generation 4. It is known as the Ogre Scorp Pokmon. Drapion is a purple, scorpion-like Pokmon. Its body is segmented and it stands on four pointed legs. It has two large claws at the front, the tips of which release poison, and a similar large pincer on its tail. It can rotate its head 180 degrees. Drapion typically reside in the desert, although they have been spotted in marshland. Although Drapion is Poison/Dark type, it evolves from Skorupi which is Poison/Bug type, thus loses its Bug type upon evolution - a rare occurrence for Pokmon. ",Drapion
452,AnticipationDry SkinPoison Touch (hidden ability),61,83,100 (higher than normal),"140 (18.3% with PokBall, full HP)",40, 1 Attack, Human-Like ,"11 (minimum 2,805 steps)","50% male, 50% female",Medium Fast,48,2′4″ (0.71m),Guregguru,"129 (Diamond,Pearl)129 (Platinum)290 (Black 2,White 2)125 (X,Y)",453,61,40,Toxic Mouth Pokmon,50, Poison Fighting ,50.7 lbs (23.0 kg), Croagunk is a Poison/Fighting type Pokmon introduced in Generation 4. It is known as the Toxic Mouth Pokmon. ,Croagunk
453,AnticipationDry SkinPoison Touch (hidden ability),106,181,70 (normal),"75 (9.8% with PokBall, full HP)",65, 2 Attack, Human-Like ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,83,4′3″ (1.30m),Dokuroggu,"130 (Diamond,Pearl)130 (Platinum)291 (Black 2,White 2)126 (X,Y)",454,86,65,Toxic Mouth Pokmon,85, Poison Fighting ,97.9 lbs (44.4 kg), Toxicroak is a Poison/Fighting type Pokmon introduced in Generation 4. It is known as the Toxic Mouth Pokmon. ,Toxicroak
454,Levitate,100,164,70 (normal),"200 (26.1% with PokBall, full HP)",72, 2 Attack, Grass ,"26 (minimum 6,630 steps)","50% male, 50% female",Slow,74,4′7″ (1.40m),Masukippa,"131 (Diamond,Pearl)131 (Platinum)289 (Black 2,White 2)029 (X,Y)",455,90,72,Bug Catcher Pokmon,46, Grass ,59.5 lbs (27.0 kg), Carnivine is a Grass type Pokmon introduced in Generation 4. It is known as the Bug Catcher Pokmon. ,Carnivine
455,Storm DrainSwift SwimWater Veil (hidden ability),49,90,70 (normal),"190 (24.8% with PokBall, full HP)",56, 1 Speed, Water 2 ,"21 (minimum 5,355 steps)","50% male, 50% female",Erratic,49,1′4″ (0.41m),Keikouo,"134 (Diamond,Pearl)134 (Platinum)",456,49,61,Wing Fish Pokmon,66, Water ,15.4 lbs (7.0 kg), Finneon is a Water type Pokmon introduced in Generation 4. It is known as the Wing Fish Pokmon. ,Finneon
456,Storm DrainSwift SwimWater Veil (hidden ability),69,156,70 (normal),"75 (9.8% with PokBall, full HP)",76, 2 Speed, Water 2 ,"21 (minimum 5,355 steps)","50% male, 50% female",Erratic,69,3′11″ (1.19m),Neoranto,"135 (Diamond,Pearl)135 (Platinum)",457,69,86,Neon Pokmon,91, Water ,52.9 lbs (24.0 kg), Lumineon is a Water type Pokmon introduced in Generation 4. It is known as the Neon Pokmon. ,Lumineon
457,Swift SwimWater AbsorbWater Veil (hidden ability),20,108,70 (normal),"25 (3.3% with PokBall, full HP)",50, 1 Special Defense, Undiscovered ,"26 (minimum 6,630 steps)","50% male, 50% female",Slow,45,3′3″ (0.99m),Tamanta,"140 (Diamond,Pearl)140 (Platinum)233 (Black 2,White 2)139 (X,Y)",458,60,120,Kite Pokmon,50, Water Flying ,143.3 lbs (65.0 kg), Mantyke is a Water/Flying type Pokmon introduced in Generation 4. It is known as the Kite Pokmon. ,Mantyke
458,Snow WarningSoundproof (hidden ability),62,131,70 (normal),"120 (15.7% with PokBall, full HP)",50, 1 Attack," Grass, Monster ","21 (minimum 5,355 steps)","50% male, 50% female",Slow,60,3′3″ (0.99m),Yukikaburi,"142 (Diamond,Pearl)142 (Platinum)088 (X,Y)",459,62,60,Frost Tree Pokmon,40, Grass Ice ,111.3 lbs (50.5 kg), Snover is a Grass/Ice type Pokmon introduced in Generation 4. It is known as the Frost Tree Pokmon. ,Snover
459,Snow WarningSoundproof (hidden ability),92,214,70 (normal),"60 (7.8% with PokBall, full HP)",75," 1 Attack, 1 Special Attack"," Grass, Monster ","21 (minimum 5,355 steps)","50% male, 50% female",Slow,90,7′3″ (2.21m),Yukino'o,"143 (Diamond,Pearl)143 (Platinum)089 (X,Y)",460,92,85,Frost Tree Pokmon,60, Grass Ice ,298.7 lbs (135.5 kg)," Abomasnow is a Grass/Ice type Pokmon introduced in Generation 4. It is known as the Frost Tree Pokmon. Abomasnow has a Mega Evolution, available from X & Y onwards. ",Abomasnow
460,PressurePickpocket (hidden ability),120,199,35 (lower than normal),"45 (5.9% with PokBall, full HP)",65," 1 Attack, 1 Speed", Field ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Slow,70,3′7″ (1.09m),Manyura,"145 (Diamond,Pearl)145 (Platinum)253 (Black 2,White 2)092 (X,Y)",461,45,85,Sharp Claw Pokmon,125, Dark Ice ,75 lbs (34.0 kg), Weavile is a Dark/Ice type Pokmon introduced in Generation 4. It is known as the Sharp Claw Pokmon. ,Weavile
461,Magnet PullSturdyAnalytic (hidden ability),70,211,70 (normal),"30 (3.9% with PokBall, full HP)",115, 3 Special Attack, Mineral ,"21 (minimum 5,355 steps)",Genderless,Medium Fast,70,3′11″ (1.19m),Jibakoiru,"180 (Platinum)050 (Black 2,White 2)071 (X,Y)086 (Omega Ruby,Alpha Sapphire)",462,130,90,Magnet Area Pokmon,60, Electric Steel ,396.8 lbs (180.0 kg), Magnezone is an Electric/Steel type Pokmon introduced in Generation 4. It is known as the Magnet Area Pokmon. ,Magnezone
462,ObliviousOwn TempoCloud Nine (hidden ability),85,193,70 (normal),"30 (3.9% with PokBall, full HP)",95, 3 HP, Monster ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,110,5′7″ (1.70m),Beroberuto,"162 (Platinum)181 (HeartGold,SoulSilver)285 (Black 2,White 2)135 (X,Y)",463,80,95,Licking Pokmon,50, Normal ,308.6 lbs (140.0 kg), Lickilicky is a Normal type Pokmon introduced in Generation 4. It is known as the Licking Pokmon. ,Lickilicky
463,Lightning RodSolid RockReckless (hidden ability),140,217,70 (normal),"30 (3.9% with PokBall, full HP)",130, 3 Attack," Field, Monster ","21 (minimum 5,355 steps)","50% male, 50% female",Slow,115,7′10″ (2.39m),Dosaidon,"188 (Platinum)052 (X,Y)178 (Omega Ruby,Alpha Sapphire)",464,55,55,Drill Pokmon,40, Ground Rock ,623.5 lbs (282.8 kg), Rhyperior is a Ground/Rock type Pokmon introduced in Generation 4. It is known as the Drill Pokmon. ,Rhyperior
464,ChlorophyllLeaf GuardRegenerator (hidden ability),100,211,70 (normal),"30 (3.9% with PokBall, full HP)",125, 2 Defense, Grass ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,100,6′7″ (2.01m),Mojanbo,"182 (Platinum)183 (HeartGold,SoulSilver)218 (Black 2,White 2)",465,110,50,Vine Pokmon,50, Grass ,283.5 lbs (128.6 kg), Tangrowth is a Grass type Pokmon introduced in Generation 4. It is known as the Vine Pokmon. ,Tangrowth
465,Motor DriveVital Spirit (hidden ability),123,199,70 (normal),"30 (3.9% with PokBall, full HP)",67, 3 Attack, Human-Like ,"26 (minimum 6,630 steps)","75% male, 25% female",Medium Fast,75,5′11″ (1.80m),Erekiburu,"199 (Platinum)058 (Black 2,White 2)",466,95,85,Thunderbolt Pokmon,95, Electric ,305.6 lbs (138.6 kg), Electivire is an Electric type Pokmon introduced in Generation 4. It is known as the Thunderbolt Pokmon. ,Electivire
466,Flame BodyVital Spirit (hidden ability),95,199,70 (normal),"30 (3.9% with PokBall, full HP)",67, 3 Special Attack, Human-Like ,"26 (minimum 6,630 steps)","75% male, 25% female",Medium Fast,75,5′3″ (1.60m),Buban,"202 (Platinum)055 (Black 2,White 2)",467,125,95,Blast Pokmon,83, Fire ,149.9 lbs (68.0 kg), Magmortar is a Fire type Pokmon introduced in Generation 4. It is known as the Blast Pokmon. ,Magmortar
467,HustleSerene GraceSuper Luck (hidden ability),50,220,70 (normal),"30 (3.9% with PokBall, full HP)",95," 2 Special Attack, 1 Special Defense"," Fairy, Flying ","11 (minimum 2,805 steps)","87.5% male, 12.5% female",Fast,85,4′11″ (1.50m),Togekissu,175 (Platinum),468,120,115,Jubilee Pokmon,80, Fairy Flying ,83.8 lbs (38.0 kg)," Togekiss is a Fairy/Flying type Pokmon introduced in Generation 4. It is known as the Jubilee Pokmon. Prior to Generation 6, Togekiss was Normal/Flying type. ",Togekiss
468,Speed BoostTinted LensFrisk (hidden ability),76,198,70 (normal),"30 (3.9% with PokBall, full HP)",86, 2 Attack, Bug ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,86,6′3″ (1.91m),Megayanma,"184 (Platinum)102 (HeartGold,SoulSilver)287 (Black 2,White 2)088 (X,Y)",469,116,56,Ogre Darner Pokmon,95, Bug Flying ,113.5 lbs (51.5 kg), Yanmega is a Bug/Flying type Pokmon introduced in Generation 4. It is known as the Ogre Darner Pokmon. ,Yanmega
469,Leaf GuardChlorophyll (hidden ability),110,196,35 (lower than normal),"45 (5.9% with PokBall, full HP)",130, 2 Defense, Field ,"36 (minimum 9,180 steps)","87.5% male, 12.5% female",Medium Fast,65,3′3″ (0.99m),Rifia,"169 (Platinum)097 (Black 2,White 2)083 (X,Y)",470,60,65,Verdant Pokmon,95, Grass ,56.2 lbs (25.5 kg), Leafeon is a Grass type Pokmon introduced in Generation 4. It is known as the Verdant Pokmon. ,Leafeon
